rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.21920697511139384	-111.02187504069944	C20H28O3	[M + H]+	MRGKHDWUXCFJLK	InChI=1S/C20H28O3/c1-12(2)14-10-13-6-7-17-19(3,15(13)11-16(14)21)8-5-9-20(17,4)18(22)23/h6,10,12,15,17H,5,7-9,11H2,1-4H3,(H,22,23)	null	CC(C)C1=CC2=CCC3C(C2CC1=O)(CCCC3(C)C(=O)O)C	3.9000001	51136294;52325861	COCONUT:(CNP0217856 CNP0271408);Natural Products:(UNPD12541);PubChem:(51136294 52325861);PNC:(LTS0251392);SuperNatural:(SN00039314 SN00039315 SN00039313 SN00297190 SN00039316);ZINC bio:(ZINC49601332 ZINC49601333 ZINC49601335 ZINC49601337);additional;Training Set	68723204098
2	1	N/A	-122.91518068139625	C20H28O3	[M + H]+	ZEFZXYIOMPBINF	InChI=1S/C20H28O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6,10,12,15,17H,5,7-9,11H2,1-4H3,(H,22,23)	null	CC(C)C1=CCC2C(=C1)C(=O)CC3C2(CCCC3(C)C(=O)O)C	3.9000001	46230021	COCONUT:(CNP0215071);Natural Products:(UNPD18112);PubChem:(46230021);PNC:(LTS0187536);SuperNatural:(SN00284403);PubMed	68722655298
3	1	N/A	-142.32286004139044	C20H28O3	[M + H]+	ZQHJXKYYELWEOK	InChI=1S/C20H28O3/c1-14-5-8-17-19(2,10-4-11-20(17,3)18(21)22)16(14)7-6-15-9-12-23-13-15/h9,12-13,16-17H,1,4-8,10-11H2,2-3H3,(H,21,22)	Polyaltic Acid	CC12CCCC(C1CCC(=C)C2CCC3=COC=C3)(C)C(=O)O	4.9000001	102582;928780;928781;6398549;5459260;6546099;6712281;6955052;12309027;12309028;12309029;10245240;11860610;11860611;11869598;11869599;11869600;10403549;24094148;92269537;92284999;124410717	NORMAN:(NS00044904);COCONUT:(CNP0124978 CNP0279535);KNApSAcK:(22320);Natural Products:(UNPD140744 UNPD154278 UNPD132566 UNPD74821 UNPD44679 UNPD127121 UNPD174587 UNPD120161);PubChem:(102582 928780 928781 6398549 5459260 6546099 6712281 6955052 12309027 12309028 12309029 10245240 11860610 11860611 11869598 11869599 11869600 10403549 24094148 92269537 92284999 124410717);PNC:(LTS0137465 LTS0193604);SuperNatural:(SN00161203 SN00290415 SN00064638 SN00013556 SN00253449 SN00006054 SN00001585 SN00275641 SN00002334 SN00370421 SN00013555 SN00306818 SN00394015 SN00029793 SN00251149);ZINC bio:(ZINC00519093 ZINC01588886 ZINC03881834 ZINC03881835 ZINC05567932 ZINC05567934 ZINC31165836);additional;MeSH:(12309027);Training Set;PubMed	68723466326
4	1	N/A	-174.91884333606444	C20H28O3	[M + H]+	AYDJDNNMKHXZOQ	InChI=1S/C20H28O3/c1-12(2)14-10-13-6-7-17-19(3,15(13)11-16(14)21)8-5-9-20(17,4)18(22)23/h10-12,17,21H,5-9H2,1-4H3,(H,22,23)	lambertic acid	CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)O	5.19999981	241938;10805384;13370049;13370050;73331121;101448881	COCONUT:(CNP0116886 CNP0247044);KNApSAcK:(30622);Natural Products:(UNPD34695 UNPD89067 UNPD28120 UNPD186231 UNPD197474);PubChem:(241938 10805384 13370049 13370050 73331121 101448881);PNC:(LTS0201612 LTS0117765 LTS0087280);SuperNatural:(SN00028706 SN00251136 SN00275530 SN00011369 SN00254701);YMDB Mine;ZINC bio:(ZINC04720779 ZINC04720780 ZINC14410682 ZINC31157605);PubMed;KEGG Mine	111672336466
5	1	N/A	-177.23373500577833	C20H28O3	[M + H]+	ILQLITDRYFHAGM	InChI=1S/C20H28O3/c1-18(2,23)14-7-8-15-13(12-14)6-9-16-19(15,3)10-5-11-20(16,4)17(21)22/h7-8,12,16,23H,5-6,9-11H2,1-4H3,(H,21,22)	15-hydroxydehydroabietic acid	CC12CCCC(C1CCC3=C2C=CC(=C3)C(C)(C)O)(C)C(=O)O	4.19999981	10591519;9944781;14487943;14487944;14487945;25713395;51520205;51520207;73331122;90055851;98598104	PNC:(LTS0274333 LTS0054271);SuperNatural:(SN00019766 SN00019765 SN00019827 SN00374181 SN00036522 SN00019828 SN00385157 SN00036523 SN00345794);ZINC bio:(ZINC13109235 ZINC13109236 ZINC13109237 ZINC13109239 ZINC13302421 ZINC13302422);additional;PubMed;COCONUT:(CNP0055591 CNP0233095);KNApSAcK:(29401);Natural Products:(UNPD20581 UNPD107661 UNPD73577 UNPD75838);PubChem:(10591519 9944781 14487943 14487944 14487945 25713395 51520205 51520207 73331122 90055851 98598104);YMDB Mine;PubChem class - safety and toxic;Training Set;KEGG Mine	111739986002
6	1	N/A	-182.0305232363209	C20H28O3	[M + H]+	GPFVBJYXFRIOFB	InChI=1S/C20H28O3/c1-12(2)13-6-7-15-14(10-13)16(21)11-17-19(15,3)8-5-9-20(17,4)18(22)23/h6-7,10,12,16-17,21H,5,8-9,11H2,1-4H3,(H,22,23)	7beta-hydroxydehydroabietic acid	CC(C)C1=CC2=C(C=C1)C3(CCCC(C3CC2O)(C)C(=O)O)C	4.30000019	13370051;13370052;13370053;13370054;10448477;26079774;26079780;23900083;51520197;51520199;94004282;98598080;102469678;122234004;122234005;122234006;122234007;133556234	COCONUT:(CNP0070482 CNP0121998);KNApSAcK:(49963);Natural Products:(UNPD44067 UNPD197353 UNPD108073 UNPD131212 UNPD219465 UNPD172202);PubChem:(13370051 13370052 13370053 13370054 10448477 26079774 26079780 23900083 51520197 51520199 94004282 98598080 102469678 122234004 122234005 122234006 122234007 133556234);PNC:(LTS0034434 LTS0182815 LTS0093361);SuperNatural:(SN00036791 SN00020571 SN00235594 SN00036790 SN00020572 SN00337844 SN00019823 SN00019822 SN00359749 SN00019820 SN00273962 SN00019821);YMDB Mine;ZINC bio:(ZINC13302301 ZINC13302302 ZINC13302304 ZINC13302307 ZINC14410643 ZINC14410646 ZINC14410648 ZINC14410651);additional;Training Set;PubMed;KEGG Mine	111672877138
7	1	N/A	-199.17275535633604	C20H28O3	[M + H]+	ABBATNXLJVFXOI	InChI=1S/C20H28O3/c1-18(2,23)13-6-7-15-14(10-13)16(22)11-17-19(3,12-21)8-5-9-20(15,17)4/h6-7,10,12,16-17,22-23H,5,8-9,11H2,1-4H3	(1R,4aS,9S,10aR)-9-hydroxy-7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carbaldehyde	CC1(CCCC2(C1CC(C3=C2C=CC(=C3)C(C)(C)O)O)C)C=O	2.79999995	3009632;10425915	COCONUT:(CNP0269646);KNApSAcK:(49962);Natural Products:(UNPD142746);PubChem:(3009632 10425915);PNC:(LTS0009161);SuperNatural:(SN00231694);PubMed	68722655314
8	1	N/A	-212.67859602802145	C20H28O3	[M + H]+	DNAMQWAMMWRLBC	InChI=1S/C20H28O3/c1-18(2,23)13-6-7-15-14(10-13)16(22)11-17-19(3,12-21)8-5-9-20(15,17)4/h6-7,10,17,21,23H,5,8-9,11-12H2,1-4H3	(1R,4aS,10aR)-1-(hydroxymethyl)-7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-3,4,10,10a-tetrahydro-2H-phenanthren-9-one	CC1(CCCC2(C1CC(=O)C3=C2C=CC(=C3)C(C)(C)O)C)CO	3.0999999	3009631;72705255;78297554;75411971;92446051;133561791;133562300;138108981	COCONUT:(CNP0124189);KNApSAcK:(49921);Natural Products:(UNPD71911 UNPD225881);PubChem:(3009631 72705255 78297554 75411971 92446051 133561791 133562300 138108981);PNC:(LTS0014923);SuperNatural:(SN00324206);Training Set;PubMed	68722671698
1	1	N/A	-114.22920725743104	C20H30O4	[M - H2O + H]+	QSFLWQIGANLWJS	InChI=1S/C20H30O4/c1-12(2)13-5-6-15-14(9-13)16(22)10-17-19(15,3)7-4-8-20(17,11-21)18(23)24/h9,12,14-15,17,21H,4-8,10-11H2,1-3H3,(H,23,24)	null	CC(C)C1=CC2C(CC1)C3(CCCC(C3CC2=O)(CO)C(=O)O)C	3.26241302	""	COCONUT:(CNP0213751);Natural Products:(UNPD15421);PNC:(LTS0194962 LTS0031936);SuperNatural:(SN00314144)	68722655232
2	1	N/A	-115.17015073609366	C20H30O4	[M - H2O + H]+	BDGVLOCEQIJJDJ	InChI=1S/C20H30O4/c1-12(2)13-11-20(24)9-6-15-18(3,16(20)10-14(13)21)7-5-8-19(15,4)17(22)23/h11-12,15-16,24H,5-10H2,1-4H3,(H,22,23)	8a-hydroxy-1,4a-dimethyl-6-oxo-7-propan-2-yl-2,3,4,4b,5,9,10,10a-octahydrophenanthrene-1-carboxylic acid	CC(C)C1=CC2(CCC3C(C2CC1=O)(CCCC3(C)C(=O)O)C)O	3.0999999	245310;14705598;92229729;92229726;92229727;92229728	COCONUT:(CNP0236506);HMDB:(35878);Natural Products:(UNPD183851 UNPD24811);PubChem:(245310 14705598 92229729 92229726 92229727 92229728);PNC:(LTS0024248);SuperNatural:(SN00387123 SN00324002);PubChem class - bio and metabolites;PubMed	68739432522
