rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C19H26O2	[M + Na]+	C19H26O2	0.9999999999999999	140.20109865652992	140.20109865652992	0.0	48	0.933931789305852	1.1044147100282442	3.064978611934702	2.475569390365343	
2	C21H26O3	[M - H2O + H]+	C21H24O2	0.0	130.0915917704589	130.0915917704589	0.0	48	0.9309422775097366	0.7553933835297382	3.4307336723755535	-58257.37333751744	
2	C21H24O2	[M + H]+	C21H24O2	0.0	130.0915917704589	130.0915917704589	0.0	47	0.9309422775097366	0.7553933835297382	3.4307336723755535	-5.305213928726914	
3	C16H30O3	[M + K]+	C16H30O3	0.0	115.75794212483667	115.75794212483667	0.0	48	0.933931789305852	1.1044147100282442	2.9673704244746135	1.983472900587043	
4	C16H24N2O4	[M + H]+	C16H24N2O4	0.0	115.56329666765326	115.56329666765326	0.0	47	0.9309422775097366	0.8739768161939232	3.4307336723755535	7.705710141461029	
4	C16H26N2O5	[M - H2O + H]+	C16H24N2O4	0.0	115.56329666765326	115.56329666765326	0.0	48	0.9309422775097366	0.8739768161939232	3.4307336723755535	-58244.362413447256	
5	C19H22N3O	[M + H]+	C19H22N3O	0.0	111.04671556187215	111.04671556187215	0.0	47	0.9309422775097366	0.7553933835297382	3.087539819107792	-0.9625338845860992	
5	C19H24N3O2	[M - H2O + H]+	C19H22N3O	0.0	111.04671556187215	111.04671556187215	0.0	48	0.9309422775097366	0.7553933835297382	3.087539819107792	-58253.030657473486	
6	C17H24N3O	[M + Na]+	C17H24N3O	0.0	109.27604548738881	109.27604548738881	0.0	49	0.9588277792079454	1.0531469160372149	3.087539819107792	6.818249434506158	
7	C13H28N2O4S	[M + H]+	C13H28N2O4S	0.0	108.10228030077023	108.10228030077023	0.0	48	0.9505983175691947	2.477166793994995	4.272608351167729	-3.1976225054049996	
7	C13H30N2O5S	[M - H2O + H]+	C13H28N2O4S	0.0	108.10228030077023	108.10228030077023	0.0	49	0.9505983175691947	2.477166793994995	4.272608351167729	-58255.26574609412	
8	C16H30O2S	[M + Na]+	C16H30O2S	0.0	106.37395482120517	106.37395482120517	0.0	47	0.9309422775097366	0.7553933835297382	3.4307336723755535	-8.427763256684536	
9	C14H28N3OS	[M + Na]+	C14H28N3OS	0.0	94.87380043010181	94.87380043010181	0.0	46	0.9079977744745515	-0.21460703494380767	2.5290453239130537	-4.08508321235987	
10	C14H28N3O2	[M + K]+	C14H28N3O2	0.0	92.0213258218246	92.0213258218246	0.0	39	0.8475182899992524	0.7553933835297382	3.4307336723755535	6.326152944727858	
