rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C34H34O14	[M - H2O + H]+	C34H32O13	0.49698492462311566	92.69854189365768	86.52151205649714	6.177029837160526	32	0.7321205388140538	-0.20970649171146924	3.3696788134204265	-27742.093025703027	
1	C34H32O13	[M + H]+	C34H32O13	0.49698492462311566	92.69854189365768	86.52151205649714	6.177029837160526	31	0.7321205388140538	-0.20970649171146924	3.3696788134204265	0.9469782564922077	
2	C27H36O18	[M + H]+	C27H36O18	0.27386934673366836	92.60927976165735	89.34623958482116	3.2630401768361836	29	0.7204554922927373	-1.035266535336915	3.3696788134204265	-8.100000681501449	
2	C27H38O19	[M - H2O + H]+	C27H36O18	0.27386934673366836	92.60927976165735	89.34623958482116	3.2630401768361836	30	0.7204554922927373	-1.035266535336915	3.3696788134204265	-27751.14000464084	
3	C29H32N2O15	[M + H]+	C29H32N2O15	0.22462311557788944	92.30102566745563	87.41795877259119	4.883066894864441	30	0.7157339258436329	-0.22514750253405252	3.213902984638934	7.143540860962771	
3	C29H34N2O16	[M - H2O + H]+	C29H32N2O15	0.22462311557788944	92.30102566745563	87.41795877259119	4.883066894864441	31	0.7157339258436329	-0.22514750253405252	3.213902984638934	-27735.89646309855	
4	C32H34O13	[M + Na]+	C32H34O13	0.003015075376884422	87.71164983982817	81.96014891368101	5.751500926147162	32	0.7404527149007084	-0.2006579411651769	4.112199114607424	4.652642103836429	
5	C22H38N2O21	[M - H2O + H]+	C22H36N2O20	5.025125628140704E-4	87.37871121597632	85.20665922635419	2.172051989622136	30	0.7045549229273713	-0.24058851335663584	1.9900001591068863	-27744.943442036372	
5	C22H36N2O20	[M + H]+	C22H36N2O20	5.025125628140704E-4	87.37871121597632	85.20665922635419	2.172051989622136	29	0.7045549229273713	-0.24058851335663584	1.9900001591068863	-1.9034380770308852	
6	C25H38O18	[M + Na]+	C25H38O18	5.025125628140704E-4	84.93615089399529	81.77474079593811	3.1614100980571798	28	0.705457575336759	-0.8083672471937873	3.213902984638934	-4.394336834157227	
7	C29H38O14	[M + K]+	C29H38O14	0.0	86.55984088352986	85.29945788792426	1.2603829956055939	29	0.6796278294681295	0.6427822064706227	4.116333555817777	4.4182769895753795	
8	C38H30N2O7	[M + Na]+	C38H30N2O7	0.0	84.90130719885254	81.64864261912801	3.25266457972452	34	0.7587140674906264	-0.32209012476874105	3.0142383049296444	-3.604006922546384	
9	C25H34N3O17	[M + H]+	C25H34N3O17	0.0	84.46039042500283	81.01531841065929	3.4450720143435367	30	0.7307318427996113	-0.6370479213313558	3.1330923460894757	-6.031762590134732	
9	C25H36N3O18	[M - H2O + H]+	C25H34N3O17	0.0	84.46039042500283	81.01531841065929	3.4450720143435367	31	0.7307318427996113	-0.6370479213313558	3.1330923460894757	-27749.07176654965	
10	C32H32N3O13	[M - H2O + H]+	C32H30N3O12	0.0	83.93479260461126	77.80257508792864	6.132217516682615	31	0.7305929731981671	-0.2006579411651769	3.0142383049296444	-27740.024787611655	
10	C32H30N3O12	[M + H]+	C32H30N3O12	0.0	83.93479260461126	77.80257508792864	6.132217516682615	30	0.7305929731981671	-0.2006579411651769	3.0142383049296444	3.0152163476838045	
