rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C20H34O2	[M + Na]+	C20H34O2	0.9999999999999999	95.1580600821486	95.1580600821486	0.0	19	0.5535035306898425	5.374637953750479	5.850569327732952	1.8748941417711673	
2	C15H36N3O2	[M + K]+	C15H36N3O2	0.0	87.67266535236881	87.67266535236881	0.0	23	0.6336230309614339	4.360311311900315	6.070200569593199	5.490843974041497	
3	C17H34N2O5	[M - H2O + H]+	C17H32N2O4	0.0	84.455398303333	84.455398303333	0.0	23	0.6151548071700161	5.062550683949715	6.372884404768833	-54695.716021852226	
3	C17H32N2O4	[M + H]+	C17H32N2O4	0.0	84.455398303333	84.455398303333	0.0	22	0.6151548071700161	5.062550683949715	6.372884404768833	6.78633842173008	
4	C18H32N3O	[M + Na]+	C18H32N3O	0.0	77.71454304172971	77.71454304172971	0.0	19	0.5535035306898425	4.267481838192857	5.755710136767729	5.952954767198667	
5	C15H36N3OS	[M + Na]+	C15H36N3OS	0.0	77.40545548150898	77.40545548150898	0.0	19	0.5535035306898425	4.267481838192857	5.755710136767729	-4.285987798490558	
6	C22H32O2	[M + H]+	C22H32O2	0.0	77.19699539578582	77.19699539578582	0.0	15	0.35904399782726776	2.306690205118178	5.755710136767729	-5.431770352516025	
6	C22H34O3	[M - H2O + H]+	C22H32O2	0.0	77.19699539578582	77.19699539578582	0.0	16	0.35904399782726776	2.306690205118178	5.755710136767729	-54707.93413062647	
7	C20H30N3O	[M + H]+	C20H30N3O	0.0	54.32684708348014	54.32684708348014	0.0	15	0.35904399782726776	5.374637953750479	7.701973496148147	-1.3537097270885248	
7	C20H32N3O2	[M - H2O + H]+	C20H30N3O	0.0	54.32684708348014	54.32684708348014	0.0	16	0.35904399782726776	5.374637953750479	7.701973496148147	-54703.85607000122	
8	C20H36N	[M + K]+	C20H36N	0.0	47.60783832840942	47.60783832840942	0.0	13	0.326181423139598	3.0090692048141565	5.755710136767729	-6.727264800204607	
