rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C22H35N3O16	[M + K]+	C22H35N3O16	0.8025125628140704	55.884970066907925	55.884970066907925	0.0	31	0.7711271077802979	4.383337016396091	4.9730635417114515	-0.7436456952100052	
2	C22H33N2O18	[M + Na]+	C22H33N2O18	0.08894472361809047	52.490770709715335	52.490770709715335	0.0	27	0.7007198501134011	-2.1047487500977753	5.509236923148894	3.7083857672276492	
3	C27H31N3O16	[M - H2O + H]+	C27H29N3O15	0.05879396984924623	52.93556842986196	52.93556842986196	0.0	24	0.698846267626467	-6.202561559879159	6.202561559879159	-28315.465030567688	
3	C27H29N3O15	[M + H]+	C27H29N3O15	0.05879396984924623	52.93556842986196	52.93556842986196	0.0	23	0.698846267626467	-6.202561559879159	6.202561559879159	-4.286031813546014	
4	C25H31N3O15	[M + Na]+	C25H31N3O15	0.034170854271356785	51.78568839139144	51.78568839139144	0.0	31	0.7375012326200573	-2.1659508041520628	5.509236923148894	-0.504481108166949	
5	C19H37N2O19	[M + K]+	C19H37N2O19	0.015075376884422113	50.807463498636935	50.807463498636935	0.0	33	0.7740853959175624	4.383337016396091	4.904113077569752	3.4692211805420063	
6	C19H35NO21	[M + Na]+	C19H35NO21	5.025125628140704E-4	47.2738563418766	47.2738563418766	0.0	26	0.6825756828715117	0.38753355217214813	5.478458414730318	7.921252642800955	
7	C21H35NO22	[M - H2O + H]+	C21H33NO21	0.0	46.36272401068225	46.36272401068225	0.0	19	0.5897840449659798	-1.3641197763952	5.03331814426098	-28307.03929681672	
7	C21H33NO21	[M + H]+	C21H33NO21	0.0	46.36272401068225	46.36272401068225	0.0	18	0.5897840449659798	-1.3641197763952	5.03331814426098	4.139701937421889	
8	C24H33N2O19	[M - H2O + H]+	C24H31N2O18	0.0	44.01179642564732	44.01179642564732	0.0	25	0.6316931269105612	2.3982549951116328	4.796873490193644	-28311.252163692116	
8	C24H31N2O18	[M + H]+	C24H31N2O18	0.0	44.01179642564732	44.01179642564732	0.0	24	0.6316931269105612	2.3982549951116328	4.796873490193644	-0.07316493797270918	
9	C18H35N3O20	[M + Na]+	C18H35N3O20	0.0	42.56110006368386	42.56110006368386	0.0	30	0.7494329947736911	-2.199309595693982	5.478458414730318	-9.73672963157835	
10	C17H37N2O24	[M - H2O + H]+	C17H35N2O23	0.0	34.887269971618046	34.887269971618046	0.0	23	0.5797258652992804	3.659848963829268	4.958123859928662	-28320.484412215344	
10	C17H35N2O23	[M + H]+	C17H35N2O23	0.0	34.887269971618046	34.887269971618046	0.0	22	0.5797258652992804	3.659848963829268	4.958123859928662	-9.305413461205402	
