rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C28H54O5	[M + Na]+	C28H54O5	0.31658291457286436	3.5	3.5	0.0	1	0.0	NaN	NaN	0.49163431054111384	
2	C30H52O5	[M + H]+	C30H52O5	0.31306532663316583	3.5	3.5	0.0	1	0.0	NaN	NaN	-4.384233939758001	
3	C37H48	[M + H]+	C37H48	0.2994974874371859	3.5	3.5	0.0	1	0.0	NaN	NaN	7.519672939176248	
4	C25H52N2O7	[M + H]+	C25H52N2O7	0.02613065326633166	1.0	1.0	0.0	1	0.0	NaN	NaN	3.7691291574016152	
5	C29H58OS	[M + K]+	C29H58OS	0.020603015075376888	0.6825263197010518	0.6825263197010518	0.0	2	0.3448275862068965	5.021641196504059	5.021641196504059	5.2545363769578275	
6	C31H56S2	[M + H]+	C31H56S2	0.006532663316582916	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	-6.145587047000663	
7	C34H52S	[M + H]+	C34H52S	0.005527638190954776	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	0.6870429460301871	
8	C32H54S	[M + Na]+	C32H54S	0.005527638190954775	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	5.562911196444513	
9	C29H52N2O2S	[M + H]+	C29H52N2O2S	0.004020100502512564	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	8.840406043189803	
10	C26H56N2O2S2	[M + H]+	C26H56N2O2S2	0.0025125628140703522	-0.9399855589378766	-0.9399855589378766	0.0	1	0.0	NaN	NaN	2.007776050158954	
