rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C35H64O9	[M + Na]+	C35H64O9	0.8804020100502513	72.070804345086	72.070804345086	0.0	21	0.576120196782343	2.7329163263359946	4.509113180456649	0.8090968934866151	
2	C32H64N3O8S	[M + H]+	C32H64N3O8S	0.0492462311557789	69.78132754963964	69.78132754963964	0.0	35	0.7545539157026994	-5.23720236077468	6.237823497012694	-5.99751531168695	
2	C32H66N3O9S	[M - H2O + H]+	C32H64N3O8S	0.0492462311557789	69.78132754963964	69.78132754963964	0.0	36	0.7545539157026994	-5.23720236077468	6.237823497012694	-27653.106215786003	
3	C36H68O4S2	[M + Na]+	C36H68O4S2	0.032663316582914576	69.35554819222622	69.35554819222622	0.0	29	0.6766387448477602	-0.9023577760409063	4.050751106664642	-0.5249041222920025	
4	C35H60N3O8	[M + H]+	C35H60N3O8	0.02663316582914573	69.31211378000266	69.31211378000266	0.0	29	0.664805212072863	-2.7233999524429735	5.522230672211609	-0.8226668882650803	
4	C35H62N3O9	[M - H2O + H]+	C35H60N3O8	0.02663316582914573	69.31211378000266	69.31211378000266	0.0	30	0.664805212072863	-2.7233999524429735	5.522230672211609	-27647.931367362406	
5	C30H66N3O9	[M + K]+	C30H66N3O9	0.006532663316582916	67.84965270009224	67.84965270009224	0.0	29	0.664805212072863	-2.7233999524429735	5.522230672211609	2.636628610239428	
6	C39H64O4S	[M + Na]+	C39H64O4S	0.0015075376884422112	66.98497216457895	66.98497216457895	0.0	27	0.6590878872490367	0.10200156341174955	5.073077904241065	4.649944301129867	
7	C30H64N2O11	[M + Na]+	C30H64N2O11	0.0015075376884422112	66.78596764243083	66.78596764243083	0.0	21	0.576120196782343	4.050751106664642	4.735392345151455	6.984232706672241	
8	C30H66N3O8S	[M + Na]+	C30H66N3O8S	5.025125628140704E-4	66.1371485712354	66.1371485712354	0.0	31	0.7105438106634757	-1.5638481502402364	4.735392345151455	-2.3046650984326833	
9	C36H64N3O3S2	[M + H]+	C36H64N3O3S2	0.0	64.54401643060417	64.54401643060417	0.0	32	0.7280946682621998	-4.066468980624912	5.224195642390143	-2.156667903694668	
9	C36H66N3O4S2	[M - H2O + H]+	C36H64N3O3S2	0.0	64.54401643060417	64.54401643060417	0.0	33	0.7280946682621998	-4.066468980624912	5.224195642390143	-27649.265368378183	
10	C38H62NO6	[M + Na]+	C38H62NO6	0.0	61.670405139166725	61.670405139166725	0.0	21	0.5673447679829815	0.8104600719402693	3.5853229579249906	-3.3049524880219243	
