rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C29H58N3O6S	[M + H]+	C29H58N3O6S	0.6522613065326632	73.79029390883136	73.79029390883136	0.0	36	0.6555386949924127	0.20202987876659295	3.831760469815899	-7.023163024034759	
1	C29H60N3O7S	[M - H2O + H]+	C29H58N3O6S	0.6522613065326632	73.79029390883136	73.79029390883136	0.0	37	0.6555386949924127	0.20202987876659295	3.831760469815899	-31199.125185041215	
2	C27H60N3O6S	[M + Na]+	C27H60N3O6S	0.34371859296482415	73.15236270861648	73.15236270861648	0.0	36	0.6555386949924127	0.20202987876659295	3.539004681740886	-2.8568047311213656	
3	C32H54N3O6	[M + H]+	C32H54N3O6	0.004020100502512563	68.09608247844439	68.09608247844439	0.0	32	0.5910470409711682	3.748433176537355	6.400566296042508	-1.1847803663544825	
3	C32H56N3O7	[M - H2O + H]+	C32H54N3O6	0.004020100502512563	68.09608247844439	68.09608247844439	0.0	33	0.5910470409711682	3.748433176537355	6.400566296042508	-31193.286802383536	
4	C29H56N2O9	[M + H]+	C29H56N2O9	0.0	63.0020118114723	63.0020118114723	0.0	33	0.6107738998482548	2.565337559436651	5.027173099460441	3.456784486661424	
4	C29H58N2O10	[M - H2O + H]+	C29H56N2O9	0.0	63.0020118114723	63.0020118114723	0.0	34	0.6107738998482548	2.565337559436651	5.027173099460441	-31188.645237530716	
5	C27H60N3O7	[M + K]+	C27H60N3O7	0.0	60.48473938095883	60.48473938095883	0.0	30	0.5566514921598381	2.915699563369339	4.71068893304669	2.718076141845012	
6	C30H60N2O4S2	[M + H]+	C30H60N2O4S2	0.0	58.86393913604752	58.86393913604752	0.0	33	0.6160849772382395	0.40885405101711153	5.74079773901229	1.951733950382956	
6	C30H62N2O5S2	[M - H2O + H]+	C30H60N2O4S2	0.0	58.86393913604752	58.86393913604752	0.0	34	0.6160849772382395	0.40885405101711153	5.74079773901229	-31190.150288066798	
7	C35H56NO4	[M + Na]+	C35H56NO4	0.0	57.7794650048732	57.7794650048732	0.0	29	0.5429944360141628	3.2620486677216904	4.762599091818775	-3.9853519022153634	
8	C27H58N2O9	[M + Na]+	C27H58N2O9	0.0	50.410726831729214	50.410726831729214	0.0	30	0.5619625695498228	0.6621635466806108	4.071508595107998	7.623142779377926	
9	C30H56N3O6	[M + Na]+	C30H56N3O6	0.0	49.415049414780036	49.415049414780036	0.0	30	0.5627212948912492	0.6156782232676301	3.748433176537355	2.9815779265589115	
10	C33H58N2O5S	[M - H2O + H]+	C33H56N2O4S	0.0	49.112914151857225	49.112914151857225	0.0	27	0.45523520485584207	0.6156782232676301	6.102979477904847	-31184.31190540931	
10	C33H56N2O4S	[M + H]+	C33H56N2O4S	0.0	49.112914151857225	49.112914151857225	0.0	26	0.45523520485584207	0.6156782232676301	6.102979477904847	7.790116608063233	
