rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C24H32O5	[M + H]+	C24H32O5	0.9999999999999999	106.79392146215429	106.79392146215429	0.0	34	0.8969600547774162	1.8802129633532003	3.6128819412515227	1.4503777179391313	
2	C16H36N2O7S	[M + H]+	C16H36N2O7S	0.0	94.80166896156645	94.80166896156645	0.0	34	0.8969600547774162	2.5040152353204537	3.6128819412515227	3.074452188474751	
3	C21H36O5S	[M + H]+	C21H36O5S	0.0	93.8780445186383	93.8780445186383	0.0	34	0.8969600547774162	1.8802129633532003	3.61930061142321	-6.9515468674352965	
4	C17H37NO2S3	[M + H3N + H]+	C17H40N2O2S3	0.0	93.35859972750706	93.35859972750706	0.0	34	0.8969600547774162	1.8802129633532003	3.6128819412515227	0.9085576514718394	
5	C20H36N2O2S2	[M + H]+	C20H36N2O2S2	0.0	93.04243207823654	93.04243207823654	0.0	34	0.8969600547774162	2.5040152353204537	3.61930061142321	9.310482236846267	
6	C22H30N3O4	[M + H]+	C22H30N3O4	0.0	92.09746084539441	92.09746084539441	0.0	34	0.8969600547774162	2.5040152353204537	3.61930061142321	4.796773852906584	
7	C27H30NO2	[M + H]+	C27H30NO2	0.0	92.04490702913317	92.04490702913317	0.0	34	0.8969600547774162	1.8802129633532003	3.61930061142321	-5.229225203003463	
8	C19H34N3O4S	[M + H]+	C19H34N3O4S	0.0	90.12716110542563	90.12716110542563	0.0	34	0.8969600547774162	1.8802129633532003	3.61930061142321	-3.6051507324678442	
9	C15H34N3O9	[M + H]+	C15H34N3O9	0.0	89.49431295312723	89.49431295312723	0.0	34	0.8969600547774162	1.8802129633532003	3.61930061142321	-9.841180780981032	
10	C25H36S2	[M + H]+	C25H36S2	0.0	56.96629463043538	56.96629463043538	0.0	25	0.7478627745164179	3.001177896230719	3.6228941693030725	-0.7155168190637801	
