rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C35H34O16	[M + H]+	C35H34O16	0.9989949748743718	47.56162126262156	40.868190485081826	6.693430777539733	28	0.7031621349446124	0.5027587887691061	4.071079844723546	0.456644360731932	
1	C35H36O17	[M - H2O + H]+	C35H34O16	0.9989949748743718	47.56162126262156	40.868190485081826	6.693430777539733	29	0.7031621349446124	0.5027587887691061	4.071079844723546	-25324.009091445903	
2	C30H36N2O19	[M - H2O + H]+	C30H34N2O18	0.0010050251256281408	43.00145554351133	37.00148028588777	5.9999752576235545	29	0.7031621349446124	0.5027587887691061	4.1468148863876735	-25318.352730883606	
2	C30H34N2O18	[M + H]+	C30H34N2O18	0.0010050251256281408	43.00145554351133	37.00148028588777	5.9999752576235545	28	0.7031621349446124	0.5027587887691061	4.1468148863876735	6.113004923031523	
3	C23H38N2O23	[M + H]+	C23H38N2O23	0.0	38.74469840985438	35.42936226815531	3.3153361416990696	28	0.7031621349446124	-0.202093826715323	4.071079844723546	-2.145279248244851	
3	C23H40N2O24	[M - H2O + H]+	C23H38N2O23	0.0	38.74469840985438	35.42936226815531	3.3153361416990696	29	0.7031621349446124	-0.202093826715323	4.071079844723546	-25326.61101505488	
4	C42H30O11	[M + H]+	C42H30O11	0.0	38.66184927051584	38.66184927051584	0.0	28	0.7031621349446124	0.5027587887691061	4.1468148863876735	8.714928531848452	
4	C42H32O12	[M - H2O + H]+	C42H30O11	0.0	38.66184927051584	38.66184927051584	0.0	29	0.7031621349446124	0.5027587887691061	4.1468148863876735	-25315.750807274628	
5	C41H32N2O11	[M - H2O + H]+	C41H30N2O10	0.0	38.4836312947291	37.71998998228513	0.7636413124439709	29	0.7031621349446124	-0.202093826715323	4.1468148863876735	-25331.545944845384	
5	C41H30N2O10	[M + H]+	C41H30N2O10	0.0	38.4836312947291	37.71998998228513	0.7636413124439709	28	0.7031621349446124	-0.202093826715323	4.1468148863876735	-7.080209038744357	
6	C33H34N3O16	[M - H2O + H]+	C33H32N3O15	0.0	38.15379955998567	31.071007026685372	7.082792533300298	29	0.7031621349446124	0.5027587887691061	4.071079844723546	-25322.121157583348	
6	C33H32N3O15	[M + H]+	C33H32N3O15	0.0	38.15379955998567	31.071007026685372	7.082792533300298	28	0.7031621349446124	0.5027587887691061	4.071079844723546	2.3445782232933796	
7	C28H40O22	[M - H2O + H]+	C28H38O21	0.0	38.12839226924775	33.99218531847963	4.136206950768118	35	0.7555689828801612	-0.5739671064743881	4.1468148863876735	-25332.26737561718	
7	C28H38O21	[M + H]+	C28H38O21	0.0	38.12839226924775	33.99218531847963	4.136206950768118	34	0.7555689828801612	-0.5739671064743881	4.1468148863876735	-7.801639810544443	
8	C48H28N2O6	[M - H2O + H]+	C48H26N2O5	0.0	37.33417698164697	37.33417698164697	0.0	29	0.7031621349446124	0.5027587887691061	4.071079844723546	-25323.287660674105	
8	C48H26N2O5	[M + H]+	C48H26N2O5	0.0	37.33417698164697	37.33417698164697	0.0	28	0.7031621349446124	0.5027587887691061	4.071079844723546	1.178075132372164	
9	C38H32NO13	[M + H]+	C38H32NO13	0.0	36.1271530621298	31.572590551141616	4.554562510988182	28	0.7031621349446124	-0.202093826715323	4.071079844723546	-3.3117823390062124	
9	C38H34NO14	[M - H2O + H]+	C38H32NO13	0.0	36.1271530621298	31.572590551141616	4.554562510988182	29	0.7031621349446124	-0.202093826715323	4.071079844723546	-25327.777518145645	
10	C26H38N3O21	[M - H2O + H]+	C26H36N3O20	0.0	34.96107516300192	30.381412354576646	4.579662808425275	29	0.7031621349446124	-0.202093826715323	4.1468148863876735	-25330.37944175446	
10	C26H36N3O20	[M + H]+	C26H36N3O20	0.0	34.96107516300192	30.381412354576646	4.579662808425275	28	0.7031621349446124	-0.202093826715323	4.1468148863876735	-5.913705947823141	
