rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C35H76N2O9	[M - H2O + H]+	C35H74N2O8	0.9999999999999999	50.08219928782241	50.08219928782241	0.0	23	0.3958652373660031	1.525942283385378	6.593751382868369	-27640.091096191427	
1	C35H74N2O8	[M + H]+	C35H74N2O8	0.9999999999999999	50.08219928782241	50.08219928782241	0.0	22	0.3958652373660031	1.525942283385378	6.593751382868369	2.41015644148101	
2	C35H78N3O6S	[M - H2O + H]+	C35H76N3O5S	0.0	40.429778945578185	40.429778945578185	0.0	24	0.4137314956610516	-2.427240941412991	6.723737028938248	-27649.378445982326	
2	C35H76N3O5S	[M + H]+	C35H76N3O5S	0.0	40.429778945578185	40.429778945578185	0.0	23	0.4137314956610516	-2.427240941412991	6.723737028938248	-6.877193349245641	
3	C38H76O6	[M + Na]+	C38H76O6	0.0	35.32783329251269	35.32783329251269	0.0	16	0.30704441041347635	7.729309042005436	7.729309042005436	-0.07171548007261118	
4	C38H72N3O5	[M + H]+	C38H72N3O5	0.0	33.13283193237763	33.13283193237763	0.0	23	0.4173047473200613	2.252542798565032	5.50223627846879	-1.7032073250154776	
4	C38H74N3O6	[M - H2O + H]+	C38H72N3O5	0.0	33.13283193237763	33.13283193237763	0.0	24	0.4173047473200613	2.252542798565032	5.50223627846879	-27644.204459958095	
5	C39H74N2O3S	[M + H]+	C39H74N2O3S	0.0	31.389093647599665	31.389093647599665	0.0	21	0.3871873404798367	2.6319347732774463	6.668772583641757	6.250363764135127	
5	C39H76N2O4S	[M - H2O + H]+	C39H74N2O3S	0.0	31.389093647599665	31.389093647599665	0.0	22	0.3871873404798367	2.6319347732774463	6.668772583641757	-27636.25088886894	
6	C36H74N3O5	[M + Na]+	C36H74N3O5	0.0	29.1043586079005	29.1043586079005	0.0	19	0.36089841755997965	2.252542798565032	6.931327838103214	1.9890274671136816	
7	C40H76O7	[M - H2O + H]+	C40H74O6	0.0	28.834959229734007	28.834959229734007	0.0	15	0.27411944869831545	2.442238785921239	7.645723435940581	-27646.26520290546	
7	C40H74O6	[M + H]+	C40H74O6	0.0	28.834959229734007	28.834959229734007	0.0	14	0.27411944869831545	2.442238785921239	7.645723435940581	-3.763950272376256	
8	C41H74NO3	[M + Na]+	C41H74NO3	0.0	21.155098066090087	21.155098066090087	0.0	17	0.3369065849923431	-0.18157658548908945	8.344914644909306	-4.185079246743585	
9	C38H78NO3S	[M + Na]+	C38H78NO3S	0.0	19.85754515763588	19.85754515763588	0.0	14	0.27692700357325173	-5.089685830110811	6.671042203335042	-9.359065270973748	
10	C43H72NO3	[M + H]+	C43H72NO3	0.0	18.6668973607626	18.6668973607626	0.0	11	0.19167942827973458	8.344914644909306	8.344914644909306	-7.877314038872744	
10	C43H74NO4	[M - H2O + H]+	C43H72NO3	0.0	18.6668973607626	18.6668973607626	0.0	12	0.19167942827973458	8.344914644909306	8.344914644909306	-27650.378566672127	
