rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C31H54N3O8S	[M - H2O + H]+	C31H52N3O7S	0.6693467336683417	114.22702986465929	114.22702986465929	0.0	39	0.7084436598999707	0.34389549670971276	4.64912579381172	-29456.077640791325	
1	C31H52N3O7S	[M + H]+	C31H52N3O7S	0.6693467336683417	114.22702986465929	114.22702986465929	0.0	38	0.7084436598999707	0.34389549670971276	4.64912579381172	3.6556928536542626	
2	C28H56N3O7S2	[M + H]+	C28H56N3O7S2	0.30653266331658297	113.45714668678677	113.45714668678677	0.0	43	0.7999411591644603	1.3776837194526526	4.724646888564257	-1.8584336413678717	
2	C28H58N3O8S2	[M - H2O + H]+	C28H56N3O7S2	0.30653266331658297	113.45714668678677	113.45714668678677	0.0	44	0.7999411591644603	1.3776837194526526	4.724646888564257	-29461.591767286347	
3	C26H58N3O7S2	[M + Na]+	C26H58N3O7S2	0.02361809045226131	110.68924852278279	110.68924852278279	0.0	42	0.7834657252132982	2.2676814224241864	4.375521890490891	2.0765305424890452	
4	C29H54N3O7S	[M + Na]+	C29H54N3O7S	5.025125628140704E-4	107.01963624101697	107.01963624101697	0.0	38	0.7084436598999707	2.2676814224241864	4.375521890490891	7.590657037697136	
5	C26H58N3O8S	[M + K]+	C26H58N3O8S	0.0	104.34198621218749	104.34198621218749	0.0	38	0.7084436598999707	0.34389549670971276	4.64912579381172	7.341789798267989	
6	C29H58N2O5S3	[M + H]+	C29H58N2O5S3	0.0	100.26250373937998	100.26250373937998	0.0	43	0.7999411591644604	2.2788715063407006	7.433635568044149	6.61800925358854	
6	C29H60N2O6S3	[M - H2O + H]+	C29H58N2O5S3	0.0	100.26250373937998	100.26250373937998	0.0	44	0.7999411591644604	2.2788715063407006	7.433635568044149	-29453.11532439139	
7	C34H54NO5S	[M + Na]+	C34H54NO5S	0.0	99.43747002803275	99.43747002803275	0.0	34	0.6363636363636366	0.5632736835540506	5.005627554507662	1.0106614102516231	
8	C27H52N3O12	[M + H]+	C27H52N3O12	0.0	99.05857071395465	99.05857071395465	0.0	34	0.6375404530744337	2.127816473192894	4.968862062389486	-0.4369716499019928	
8	C27H54N3O13	[M - H2O + H]+	C27H52N3O12	0.0	99.05857071395465	99.05857071395465	0.0	35	0.6375404530744337	2.127816473192894	4.968862062389486	-29460.170305295072	
9	C34H50N3O8	[M - H2O + H]+	C34H48N3O7	0.0	96.87000777742107	96.87000777742107	0.0	35	0.6357752280082379	0.6196412165873499	4.968806925510341	-29450.5635142963	
9	C34H48N3O7	[M + H]+	C34H48N3O7	0.0	96.87000777742107	96.87000777742107	0.0	34	0.6357752280082379	0.6196412165873499	4.968806925510341	9.169819348676397	
10	C28H54N2O10S	[M + H]+	C28H54N2O10S	0.0	96.67384540086853	96.67384540086853	0.0	35	0.6548984995586938	1.2358559849513033	4.987217240009001	8.039471244868462	
10	C28H56N2O11S	[M - H2O + H]+	C28H54N2O10S	0.0	96.67384540086853	96.67384540086853	0.0	36	0.6548984995586938	1.2358559849513033	4.987217240009001	-29451.693862400116	
