rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C13H24N3O3S2	[M + Na]+	C13H24N3O3S2	0.9638190954773869	43.620856924949045	43.620856924949045	0.0	24	0.47915924474527977	3.5392791386271014	4.124103617243405	3.0795158849134605	
2	C14H22O9	[M + Na]+	C14H22O9	0.033668341708542715	38.950140046788455	38.950140046788455	0.0	14	0.3156394727467047	4.873261925576679	6.1501945383750005	1.753180195196429	
3	C17H20NO6	[M + Na]+	C17H20NO6	0.0025125628140703522	37.50366829629974	37.50366829629974	0.0	17	0.35856786604916285	2.90467794995097	4.374576107047145	-5.751592150058189	
4	C15H26O4S2	[M + Na]+	C15H26O4S2	0.0	33.27176414808565	33.27176414808565	0.0	17	0.3710366939793375	4.167754082326862	4.167754082326862	-0.6802796401808046	
5	C14H24NO7	[M + K]+	C14H24NO7	0.0	31.642576430737087	31.642576430737087	0.0	16	0.3411115069469185	1.0474782580832946	5.714447327098048	-6.177638315416222	
6	C9H24N3O8S	[M + Na]+	C9H24N3O8S	0.0	31.4788508690378	31.4788508690378	0.0	21	0.4323120769504811	-6.185996838484895	6.185996838484895	-3.926886502488302	
7	C12H20N3O8	[M + Na]+	C12H20N3O8	0.0	30.004973363116967	30.004973363116967	0.0	17	0.31528322052012836	5.16300791797716	5.431565158581915	5.512975720290695	
8	C18H24NO2S	[M + K]+	C18H24NO2S	0.0	29.332138259022006	29.332138259022006	0.0	16	0.2787673672960456	1.0474782580832946	4.7320795765139945	0.8287640721447146	
9	C18H22O4S	[M + Na]+	C18H22O4S	0.0	24.090339877180373	24.090339877180373	0.0	14	0.24741717135732103	6.1501945383750005	6.1501945383750005	8.759582582757366	
10	C15H28NO2S2	[M + K]+	C15H28NO2S2	0.0	22.795227762973134	22.795227762973134	0.0	18	0.37299608122550776	1.0474782580832946	4.7320795765139945	-8.611098150793456	
