rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C16H36N2O2S2	[M + H]+	C16H36N2O2S2	0.9753768844221107	97.84556847760193	97.84556847760193	0.0	30	0.5406162464985992	0.08431565887036974	4.774561831030134	3.4667083952791247	
2	C18H30N3O4	[M + H]+	C18H30N3O4	0.02462311557788945	93.97134902868063	91.56073538428645	2.4106136443941866	30	0.5421101774042948	-0.5550590232326784	4.196556257905996	-1.6603939239842596	
3	C15H32N2O7	[M + H]+	C15H32N2O7	0.0	83.86167319063661	81.4826658672487	2.3790073233879063	25	0.4408963585434173	0.5169457425543886	5.664113003277028	5.9269388664056155	
4	C16H32N3O4	[M + Na]+	C16H32N3O4	0.0	79.27125164977873	76.99871817574143	2.272533474037304	26	0.4485527544351072	0.5328135924706769	4.961909545199399	5.1501425852810785	
5	C20H32O5	[M + H]+	C20H32O5	0.0	64.59337149526199	63.47909027871473	1.114281216547261	17	0.3264239028944911	0.5169457425543886	3.134106636163312	-5.46155118213001	
6	C24H32S	[M + H]+	C24H32S	0.0	62.98599376176385	62.98599376176385	0.0	17	0.35499533146591966	0.5169457425543886	4.178539339174671	1.621929052828166	
7	C21H36S2	[M + H]+	C21H36S2	0.0	60.655983176725165	60.655983176725165	0.0	17	0.35499533146591966	-0.7300679218191308	4.983328896026065	-7.921781653256501	
8	C21H32NO2	[M + Na]+	C21H32NO2	0.0	59.65525271590158	59.65525271590158	0.0	23	0.40952380952380946	0.5169457425543886	5.4495960728282125	-6.238347463254547	
9	C18H34O5	[M + Na]+	C18H34O5	0.0	57.48364690743378	54.63700940633987	2.84663750109391	21	0.3826330532212885	1.4298702963504963	3.134106636163312	1.3489853271353287	
10	C18H36NO3	[M + K]+	C18H36NO3	0.0	52.674724074434	52.674724074434	0.0	20	0.36545284780578885	-0.19567185786593028	5.3237209496515465	-6.669080587706523	
