rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C28H22O8	[M + H]+	C28H22O8	0.9984924623115576	59.27318203307378	53.02653395567875	6.24664807739503	28	0.7595054702448116	1.4342700997380018	3.4773570471313278	0.5987301299115807	
1	C28H24O9	[M - H2O + H]+	C28H22O8	0.9984924623115576	59.27318203307378	53.02653395567875	6.24664807739503	29	0.7595054702448116	1.4342700997380018	3.4773570471313278	-36971.524957572874	
2	C26H24O8	[M + Na]+	C26H24O8	0.0010050251256281408	55.10307967065511	49.75159090493571	5.351488765719402	28	0.7595054702448116	2.2428648968687925	3.65921176890343	5.537131332141254	
3	C23H22N2O10	[M + H]+	C23H22N2O10	5.025125628140704E-4	54.68000726184538	50.949800908779025	3.73020635306636	28	0.7595054702448116	2.2428648968687925	3.65921176890343	8.85666001136591	
3	C23H24N2O11	[M - H2O + H]+	C23H22N2O10	5.025125628140704E-4	54.68000726184538	50.949800908779025	3.73020635306636	29	0.7595054702448116	2.2428648968687925	3.65921176890343	-36963.26702769142	
4	C26H22N3O8	[M - H2O + H]+	C26H20N3O7	0.0	49.98073333626622	44.29236212837975	5.688371207886469	30	0.7685816611882451	0.9847356537799585	3.3511217657076293	-36968.76869313626	
4	C26H20N3O7	[M + H]+	C26H20N3O7	0.0	49.98073333626622	44.29236212837975	5.688371207886469	29	0.7685816611882451	0.9847356537799585	3.3511217657076293	3.354994566405952	
5	C29H22NO5	[M + Na]+	C29H22NO5	0.0	47.691953626710365	41.72668380864809	5.965269818062278	29	0.7685816611882451	-0.15439713913803366	3.3511217657076293	0.035465887297983355	
6	C19H28O13	[M + Na]+	C19H28O13	0.0	47.41046213134966	45.74821272665917	1.6622494046904903	28	0.7595054702448116	1.4342700997380018	3.65921176890343	-6.519443010156193	
7	C31H20NO5	[M + H]+	C31H20NO5	0.0	47.248454772073	43.50519662987721	3.743258142195791	26	0.7496933719275864	-0.5941911721264681	3.4773570471313278	-4.902935315048378	
7	C31H22NO6	[M - H2O + H]+	C31H20NO5	0.0	47.248454772073	43.50519662987721	3.743258142195791	27	0.7496933719275864	-0.5941911721264681	3.4773570471313278	-36977.02662301772	
8	C24H22N3O7	[M + Na]+	C24H22N3O7	0.0	46.1668401972216	41.96803880183647	4.19880139538513	27	0.7570524456655053	0.9783844920092561	3.3511217657076293	8.293395768752314	
9	C32H20N2O2	[M + Na]+	C32H20N2O2	0.0	45.3764607844868	42.546444180448084	2.8300166040387196	26	0.7496933719275864	-0.5941911721264681	3.4773570471313278	-5.466199557545287	
10	C19H26N3O13	[M - H2O + H]+	C19H24N3O12	0.0	44.21658023409804	42.473313505774634	1.7432667283234031	27	0.7496933719275864	-0.5941911721264681	3.4773570471313278	-36980.825267478795	
10	C19H24N3O12	[M + H]+	C19H24N3O12	0.0	44.21658023409804	42.473313505774634	1.7432667283234031	26	0.7496933719275864	-0.5941911721264681	3.4773570471313278	-8.701579776008183	
