rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C29H62N2O6	[M + H]+	C29H62N2O6	0.9999999999999999	35.4630830256163	30.282758781637792	5.180324243978507	13	0.34094958599727504	-1.3162174810836673	2.8602910178471843	3.226913739839759	
1	C29H64N2O7	[M - H2O + H]+	C29H62N2O6	0.9999999999999999	35.4630830256163	30.282758781637792	5.180324243978507	14	0.34094958599727504	-1.3162174810836673	2.8602910178471843	-33631.84447720536	
2	C34H62O4	[M + H]+	C34H62O4	0.0	24.87206570955862	21.4753300898991	3.39673561965952	4	0.15155644062467247	0.10028143613013885	2.645255812758896	-4.285666912824256	
2	C34H64O5	[M - H2O + H]+	C34H62O4	0.0	24.87206570955862	21.4753300898991	3.39673561965952	5	0.15155644062467247	0.10028143613013885	2.645255812758896	-33639.357057858026	
3	C30H62N3O3	[M + Na]+	C30H62N3O3	0.0	21.7675596917083	16.71349740405934	5.0540622876489625	14	0.34839115396708953	-1.7654760644873302	4.1615422663443535	2.7144889419466462	
4	C32H60N3O3	[M + H]+	C32H60N3O3	0.0	18.467596628941287	13.823904258950822	4.6436923699904655	7	0.25007860811235727	5.044601972389638	5.044601972389638	-1.7781790583330477	
4	C32H62N3O4	[M - H2O + H]+	C32H60N3O3	0.0	18.467596628941287	13.823904258950822	4.6436923699904655	8	0.25007860811235727	5.044601972389638	5.044601972389638	-33636.849570003746	
5	C35H62NO	[M + Na]+	C35H62NO	0.0	15.800551624383942	13.324954977918251	2.475596646465691	4	0.15155644062467247	-1.7654760644873302	1.7654760644873302	-4.798091710717369	
6	C32H64O4	[M + Na]+	C32H64O4	0.0	8.77055406060337	3.5	5.27055406060337	1	0.0	NaN	NaN	0.20700108766775005	
7	C32H66NO2	[M + K]+	C32H66NO2	0.0	-3.605170185988091	-3.605170185988091	0.0	1	0.0	NaN	NaN	-5.08223098869421	
