rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C23H46N3O3	[M - H2O + H]+	C23H44N3O2	0.47437185929648246	38.94188014295077	38.94188014295077	0.0	29	0.8472294549765657	3.7677977766931168	5.035568186103071	-45552.74605862694	
1	C23H44N3O2	[M + H]+	C23H44N3O2	0.47437185929648246	38.94188014295077	38.94188014295077	0.0	28	0.8472294549765657	3.7677977766931168	5.035568186103071	3.043034769734999	
2	C28H44N	[M + H]+	C28H44N	0.32261306532663314	37.50302140583664	37.50302140583664	0.0	29	0.8522154388219781	3.506941314553416	5.253825134543874	-7.132104619207342	
2	C28H46NO	[M - H2O + H]+	C28H44N	0.32261306532663314	37.50302140583664	37.50302140583664	0.0	30	0.8522154388219781	3.506941314553416	5.253825134543874	-45562.92119801588	
3	C23H50NO	[M + K]+	C23H50NO	0.20301507537688443	38.36894844667454	38.36894844667454	0.0	27	0.8418002725671169	4.028654238832817	4.813558504897883	-1.4320172118456285	
4	C25H48O4	[M - H2O + H]+	C25H46O3	0.0	27.436194856777632	27.436194856777632	0.0	29	0.4623890618594396	3.2196840621360674	5.282837949126309	-45556.14223360516	
4	C25H46O3	[M + H]+	C25H46O3	0.0	27.436194856777632	27.436194856777632	0.0	28	0.4623890618594396	3.2196840621360674	5.282837949126309	-0.35314020834264054	
5	C21H46N3O2	[M + Na]+	C21H46N3O2	0.0	25.893929893464758	25.893929893464758	0.0	28	0.8472294549765657	4.155299361447021	5.334309536676457	9.12796420286615	
6	C23H48O3	[M + Na]+	C23H48O3	0.0	23.18093394834365	23.18093394834365	0.0	29	0.4746435021550531	4.028654238832817	4.813558504897883	5.731789224788509	
7	C26H46N	[M + Na]+	C26H46N	0.0	17.014377395454844	17.014377395454844	0.0	36	0.5026536514021693	3.7677977766931168	4.857102942222317	-1.0471751860761926	
