rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C38H76N2O4S3	[M + H]+	C38H76N2O4S3	0.0	72.99445436396626	72.99445436396626	0.0	45	0.8020989505247375	0.377347470122146	3.164556973235929	5.607134667337312	
1	C38H78N2O5S3	[M - H2O + H]+	C38H76N2O4S3	0.0	72.99445436396626	72.99445436396626	0.0	46	0.8020989505247375	0.377347470122146	3.164556973235929	-24956.78217595974	
2	C35H76N3O6S2	[M + Na]+	C35H76N3O6S2	0.0	71.97273150112851	71.97273150112851	0.0	39	0.7230670379096166	0.07163031260635933	3.4660391794834076	1.7589613541635598	
3	C36H70N3O11	[M + H]+	C36H70N3O11	0.0	70.43694536419241	70.43694536419241	0.0	39	0.6956521739130436	-0.3318790142303318	4.441611449533355	-0.37082779084565526	
3	C36H72N3O12	[M - H2O + H]+	C36H70N3O11	0.0	70.43694536419241	70.43694536419241	0.0	40	0.6956521739130436	-0.3318790142303318	4.441611449533355	-24962.760138417765	
4	C40H72N3O7S	[M - H2O + H]+	C40H70N3O6S	0.0	69.57688110020233	69.57688110020233	0.0	47	0.8140929535232385	-0.12925157535301615	4.913398884663204	-24959.292263012947	
4	C40H70N3O6S	[M + H]+	C40H70N3O6S	0.0	69.57688110020233	69.57688110020233	0.0	46	0.8140929535232385	-0.12925157535301615	4.913398884663204	3.0970476139707293	
5	C38H72N3O6S	[M + Na]+	C38H72N3O6S	0.0	66.56196834401861	66.56196834401861	0.0	39	0.7230670379096166	0.07163031260635933	3.4816527028951048	6.431297343015997	
6	C35H76N3O7S	[M + K]+	C35H76N3O7S	0.0	66.2179750421024	66.2179750421024	0.0	38	0.7003641036624545	-0.30482496736505643	4.46635107484113	6.220422355035213	
7	C40H76NO4S2	[M + Na]+	C40H76NO4S2	0.0	66.19776007673316	66.19776007673316	0.0	39	0.7189976440351251	-0.3318790142303318	3.877451241690411	-3.816527420620719	
8	C36H76NO9S	[M + Na]+	C36H76NO9S	0.0	65.22065080737968	65.22065080737968	0.0	39	0.7260655386592418	-0.45526443023049945	3.536086180718259	-7.284402825437104	
9	C36H74O12	[M + Na]+	C36H74O12	0.0	64.58344992267108	64.58344992267108	0.0	36	0.6418933390447633	-1.0346511574254151	3.7959302838734503	1.1024808008179685	
10	C37H74N2O10S	[M - H2O + H]+	C37H72N2O9S	0.0	63.460201595162424	63.460201595162424	0.0	43	0.7575497965303064	-0.3354830154366772	4.327981142984627	-24955.5777153757	
10	C37H72N2O9S	[M + H]+	C37H72N2O9S	0.0	63.460201595162424	63.460201595162424	0.0	42	0.7575497965303064	-0.3354830154366772	4.327981142984627	6.811595251215796	
