rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C26H40O6	[M + H]+	C26H40O6	0.0	80.96546748902043	80.96546748902043	0.0	35	0.889509964644769	1.4123335586491632	4.333835388758052	1.4875837456789374	
2	C23H44O6S	[M + H]+	C23H44O6S	0.0	74.12850212360419	74.12850212360419	0.0	39	0.8997313792490469	1.3954310238779164	4.639498970136887	-6.015643001092808	
3	C22H44N2O3S2	[M + H]+	C22H44N2O3S2	0.0	73.14432761197972	73.14432761197972	0.0	39	0.8997313792490469	2.29170944300863	4.639498970136887	8.506945304857084	
4	C21H42N3O5S	[M + H]+	C21H42N3O5S	0.0	70.95702681025818	70.95702681025818	0.0	45	0.9690592348258902	1.7496804784022078	4.639498970136887	-3.027188542876668	
5	C24H38N3O5	[M + H]+	C24H38N3O5	0.0	67.08420701281906	67.08420701281906	0.0	35	0.889509964644769	2.29170944300863	4.400788241747395	4.476038203895078	
6	C29H38NO3	[M + H]+	C29H38NO3	0.0	66.52531299195343	66.52531299195343	0.0	35	0.889509964644769	1.3954310238779164	4.4191389114057875	-4.4775465984602505	
7	C17H39N2O10	[M + H3N + H]+	C17H42N3O10	0.0	57.007430972673305	57.007430972673305	0.0	35	0.8895099646447688	1.3954310238779164	4.4191389114057875	-8.59619204647123	
8	C30H40OS	[M + H]+	C30H40OS	0.0	56.27426990150373	56.27426990150373	0.0	35	0.6079815915779494	1.173426377276832	4.987510863256124	7.056587249273501	
9	C27H44OS2	[M + H]+	C27H44OS2	0.0	54.543286698811315	54.543286698811315	0.0	35	0.6079815915779494	0.7553933835297382	4.639498970136887	-0.44663949749824444	
10	C24H48OS3	[M + H]+	C24H48OS3	0.0	47.74897430245706	47.74897430245706	0.0	35	0.6079815915779494	0.7553933835297382	4.987510863256124	-7.94986624426999	
