rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C20H28O3	[M + Na]+	C20H28O3	0.9964824120603014	40.6022130520293	40.6022130520293	0.0	24	0.5632343739136482	2.7181997154287134	7.551916770083465	2.5694638295541137	
2	C17H32O3S	[M + Na]+	C17H32O3S	0.0	47.37779435209642	47.37779435209642	0.0	32	0.7960787040255858	-0.23628932701522737	6.342698342285688	-7.369180798990295	
3	C14H30N2O5S	[M + H]+	C14H30N2O5S	0.0	43.98322350869243	43.98322350869243	0.0	29	0.7451157616630747	-3.9754218145543847	6.9323668059228885	-2.6017842637392152	
3	C14H32N2O6S	[M - H2O + H]+	C14H30N2O5S	0.0	43.98322350869243	43.98322350869243	0.0	30	0.7451157616630747	-3.9754218145543847	6.9323668059228885	-53100.73450194777	
4	C18H32N2OS2	[M - H2O + H]+	C18H30N2S2	0.0	38.52670402219981	38.52670402219981	0.0	33	0.7795313912257529	-2.8507373949703734	7.249852786210221	-53093.357896038535	
4	C18H30N2S2	[M + H]+	C18H30N2S2	0.0	38.52670402219981	38.52670402219981	0.0	32	0.7795313912257529	-2.8507373949703734	7.249852786210221	4.77482164516541	
5	C22H28O4	[M - H2O + H]+	C22H26O3	0.0	38.41746433526241	38.41746433526241	0.0	25	0.5589237294027671	-0.35610966427241075	7.249852786210221	-53102.655621192214	
5	C22H26O3	[M + H]+	C22H26O3	0.0	38.41746433526241	38.41746433526241	0.0	24	0.5589237294027671	-0.35610966427241075	7.249852786210221	-4.522903508343034	
6	C15H34N2S3	[M + H]+	C15H34N2S3	0.0	38.15388271153042	38.15388271153042	0.0	32	0.7795313912257529	-3.86688886692584	6.719319842196219	-5.163822983211415	
6	C15H36N2OS3	[M - H2O + H]+	C15H34N2S3	0.0	38.15388271153042	38.15388271153042	0.0	33	0.7795313912257529	-3.86688886692584	6.719319842196219	-53103.29654066692	
7	C15H30N3O2S	[M + Na]+	C15H30N3O2S	0.0	31.50198910174582	31.50198910174582	0.0	26	0.7035389000903846	-1.2427109214051684	5.698015445519658	-3.4107256098154286	
8	C17H32O4	[M + K]+	C17H32O4	0.0	31.13747315995007	31.13747315995007	0.0	24	0.5632343739136482	2.3091265461323016	8.05221106466007	2.120906283434379	
9	C17H26N2O5	[M + H]+	C17H26N2O5	0.0	26.923708297502202	26.923708297502202	0.0	27	0.5635124800111242	0.4721773618423141	7.567338766497553	7.33686036463761	
9	C17H28N2O6	[M - H2O + H]+	C17H26N2O5	0.0	26.923708297502202	26.923708297502202	0.0	28	0.5635124800111242	0.4721773618423141	7.567338766497553	-53090.79585731923	
10	C20H24N3O2	[M + H]+	C20H24N3O2	0.0	26.447290893646638	26.447290893646638	0.0	28	0.5982062156712786	-0.10068048056465609	7.249852786210221	-0.5644483195033343	
10	C20H26N3O3	[M - H2O + H]+	C20H24N3O2	0.0	26.447290893646638	26.447290893646638	0.0	29	0.5982062156712786	-0.10068048056465609	7.249852786210221	-53098.69716600321	
