rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C27H53N2O2S	[M + H]+	C27H53N2O2S	0.9994974874371858	93.62780711095641	93.62780711095641	0.0	34	0.7184250658533204	3.3357958438520092	6.829780336966165	0.8032639930797806	
1	C27H55N2O3S	[M - H2O + H]+	C27H53N2O2S	0.9994974874371858	93.62780711095641	93.62780711095641	0.0	35	0.7184250658533204	3.3357958438520092	6.829780336966165	-38287.740814721816	
2	C25H55N2O2S	[M + Na]+	C25H55N2O2S	5.025125628140704E-4	85.75829923078574	85.75829923078574	0.0	33	0.6948565090808262	1.8227449852066946	4.492510797500872	5.917500700606985	
3	C24H53N3O4	[M + Na]+	C24H53N3O4	0.0	84.43624107956087	84.43624107956087	0.0	28	0.6154166089005961	3.5008211573786854	4.472355332361531	-5.099254058798448	
4	C30H51N2O3	[M - H2O + H]+	C30H49N2O2	0.0	80.32587411843917	80.32587411843917	0.0	26	0.5670317482323582	3.418308500615347	5.394026964984505	-38280.574155303366	
4	C30H49N2O2	[M + H]+	C30H49N2O2	0.0	80.32587411843917	80.32587411843917	0.0	25	0.5670317482323582	3.418308500615347	5.394026964984505	7.9699234115186615	
5	C35H51O	[M - H2O + H]+	C35H49	0.0	55.79017117581188	55.79017117581188	0.0	18	0.2865659226396784	3.5582641054610162	5.8186289900740595	-38289.126115015926	
5	C35H49	[M + H]+	C35H49	0.0	55.79017117581188	55.79017117581188	0.0	17	0.2865659226396784	3.5582641054610162	5.8186289900740595	-0.5820363010408632	
6	C32H53S	[M + H]+	C32H53S	0.0	54.978556247018396	54.978556247018396	0.0	21	0.3668376542354084	3.5582641054610162	6.265263139438547	-7.748695719479744	
6	C32H55OS	[M - H2O + H]+	C32H53S	0.0	54.978556247018396	54.978556247018396	0.0	22	0.3668376542354084	3.5582641054610162	6.265263139438547	-38296.29277443437	
7	C26H55O5	[M + Na]+	C26H55O5	0.0	53.377607652628114	53.377607652628114	0.0	20	0.3206710106751699	3.8786223985171233	5.361870312819321	-7.95365737251479	
8	C28H53N3	[M + K]+	C28H53N3	0.0	50.17282527595023	50.17282527595023	0.0	17	0.2754748370996812	3.747164726030235	5.8186289900740595	7.063153261638331	
9	C30H55O	[M + K]+	C30H55O	0.0	48.420018300341134	48.420018300341134	0.0	16	0.27505892139193133	3.5741566417792074	6.275387667328798	4.208749947921989	
10	C30H55S	[M + Na]+	C30H55S	0.0	23.26306722328357	23.26306722328357	0.0	13	0.2148897823374463	0.7075594716271436	3.5619712545070934	-2.634459011952539	
