rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C25H50N2O6S2	[M + Na]+	C25H50N2O6S2	0.9195979899497488	82.55864011585554	82.55864011585554	0.0	34	0.6798323596647196	1.1388028489577593	4.727512555601957	6.593187869450188	
2	C28H48N3O3S2	[M + Na]+	C28H48N3O3S2	0.07889447236180908	80.1939947306988	80.1939947306988	0.0	34	0.6798323596647196	1.1388028489577593	4.315551428050284	1.8184557548773679	
3	C30H50O4S2	[M + Na]+	C30H50O4S2	0.0010050251256281408	74.96282611664283	74.96282611664283	0.0	31	0.6394462788925579	1.6466380630669972	4.401598784182672	-0.5736243260576478	
4	C24H48N3O8S	[M + Na]+	C24H48N3O8S	5.025125628140704E-4	75.30197862535655	75.30197862535655	0.0	41	0.7691135382270768	-0.8658082514507864	4.931802755931301	-2.6392003805402147	
5	C25H52N3O3S3	[M + Na]+	C25H52N3O3S3	0.0	70.30347726639197	70.30347726639197	0.0	35	0.67741935483871	-1.6152779939807638	5.188221542358816	-4.187431064922284	
6	C26H50O9S	[M + Na]+	C26H50O9S	0.0	68.44278523311543	68.44278523311543	0.0	31	0.6447802895605793	-0.8658082514507864	4.401598784182672	-5.031280461272689	
7	C27H44N3O8	[M + Na]+	C27H44N3O8	0.0	68.24401428015365	68.24401428015365	0.0	30	0.6055372110744225	2.8517870301144006	4.160172333294902	3.366686439259437	
8	C27H54O4S3	[M + Na]+	C27H54O4S3	0.0	65.0331323693307	65.0331323693307	0.0	29	0.6179832359664722	1.9839676398440924	5.053426327021243	-6.579511145857299	
9	C31H44N3O3S	[M + Na]+	C31H44N3O3S	0.0	64.35923836880933	64.35923836880933	0.0	35	0.6932943865887735	0.4681083100172542	5.235259474581322	7.824342574474478	
10	C24H46N2O11	[M + Na]+	C24H46N2O11	0.0	63.2546716643241	63.2546716643241	0.0	30	0.6092202184404372	3.992118589634125	5.177911225930911	8.141418554034798	
