rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C39H82N2O9S	[M + H3N + H]+	C39H85N3O9S	0.506030150753769	7.470472745666532	7.470472745666532	0.0	10	0.43916720884840593	-2.3892820541821274	4.926558997882228	9.58495504253013	
2	C5H11N2O7S17	[M + H3N + H]+	C5H14N3O7S17	0.2864321608040201	6.882079760508761	6.882079760508761	0.0	7	0.26284970722186074	-2.851822855324211	8.461375711781615	-0.419361022003272	
3	C43H80NO9	[M + H3N + H]+	C43H83N2O9	0.16984924623115577	6.390926268803977	6.390926268803977	0.0	7	0.2530904359141184	-0.323138542393377	5.164452166910252	-2.329040955600073	
4	C46H78N2O6	[M + H3N + H]+	C46H81N3O6	0.03668341708542714	5.022613246273841	5.022613246273841	0.0	5	0.16590761223162004	-2.607606824558367	5.164452166910252	-5.797877103502915	
5	C50H78N2OS	[M + H3N + H]+	C50H81N3OS	5.025125628140704E-4	0.008423274978592299	0.008423274978592299	0.0	2	0.07807417046193885	7.055838884524402	7.055838884524402	-2.5593962074722536	
6	C47H82N2OS2	[M + H3N + H]+	C47H85N3OS2	5.025125628140704E-4	0.0	0.0	0.0	1	NaN	NaN	NaN	-6.922664512584139	
7	C40H82O12	[M + H3N + H]+	C40H85NO12	0.0	0.0	0.0	0.0	1	NaN	NaN	NaN	1.1397951927442065	
8	C53H74N2O	[M + H3N + H]+	C53H77N3O	0.0	0.0	0.0	0.0	1	NaN	NaN	NaN	1.8038720977867773	
9	C47H78O7	[M + H3N + H]+	C47H81NO7	0.0	0.0	0.0	0.0	1	NaN	NaN	NaN	8.741544394181044	
10	C44H82O7S	[M + H3N + H]+	C44H85NO7S	0.0	0.0	0.0	0.0	1	NaN	NaN	NaN	4.378276088922013	
