rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C30H64N3O8	[M + K]+	C30H64N3O8	0.7311557788944723	115.27585442730077	115.27585442730077	0.0	34	0.6828537170263788	-1.6612422190128784	4.922442800844297	4.969583868281731	
2	C32H68NO6S	[M + K]+	C32H68NO6S	0.2683417085427136	114.27702024846728	114.27702024846728	0.0	35	0.6630695443645085	-1.937389684404399	3.695366328288581	-6.703090435434296	
3	C31H68N3O3S2	[M + K]+	C31H68N3O3S2	5.025125628140704E-4	108.66890470577783	108.66890470577783	0.0	39	0.7317146282973622	0.5635050580225317	5.443847221358229	3.5976560264978366	
4	C32H66O9	[M + K]+	C32H66O9	0.0	104.46737216683889	104.46737216683889	0.0	26	0.54181654676259	-4.882640462769023	7.070030274624498	2.84989893046344	
5	C35H64NO6	[M + K]+	C35H64NO6	0.0	98.06737447136375	98.06737447136375	0.0	26	0.54181654676259	-4.882640462769023	7.070030274624498	-1.3811165050320215	
6	C34H64N3O3S	[M + K]+	C34H64N3O3S	0.0	93.57704393641565	93.57704393641565	0.0	38	0.705335731414868	0.15963968233886439	4.173336792773606	8.919629956900112	
7	C36H66O4S	[M + K]+	C36H66O4S	0.0	89.47487936907119	89.47487936907119	0.0	30	0.5812350119904076	0.4828618040573049	3.729141420830494	6.799945019081821	
8	C36H68NOS2	[M + K]+	C36H68NOS2	0.0	87.0333353773406	87.0333353773406	0.0	25	0.4463429256594724	0.4018939971633114	3.272410442751852	-2.7530443468159165	
9	C38H62N2O3	[M + K]+	C38H62N2O3	0.0	86.12450970010224	86.12450970010224	0.0	26	0.5340227817745803	-8.725759503397699	9.116912857461456	-5.612131940886436	
10	C39H64NOS	[M + K]+	C39H64NOS	0.0	78.91656534753339	78.91656534753339	0.0	25	0.4463429256594724	0.8305902060449392	3.6437347727533247	2.5689295835863586	
