rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C13H18NO7S	[M + Na]+	C13H18NO7S	0.9080402010050251	40.641927695044	40.641927695044	0.0	21	0.44214417744916834	3.0455453221642457	5.282776069056828	3.056002345944877	
2	C16H16N2O5	[M + K]+	C16H16N2O5	0.062311557788944726	33.50644258447031	33.50644258447031	0.0	11	0.3210104744300679	4.5187287997979375	4.913136189509758	4.57373950200126	
3	C11H20N3O4S3	[M + H]+	C11H20N3O4S3	0.02261306532663317	37.30791536118171	37.30791536118171	0.0	21	0.5121380160197168	5.5291587326116955	5.5291587326116955	5.162748952215825	
3	C11H22N3O5S3	[M - H2O + H]+	C11H20N3O4S3	0.02261306532663317	37.30791536118171	37.30791536118171	0.0	22	0.5121380160197168	5.5291587326116955	5.5291587326116955	-50718.719834607895	
4	C13H20N2O5S	[M + K]+	C13H20N2O5S	0.006030150753768844	35.527185192438914	35.527185192438914	0.0	15	0.3643869377695626	-2.4622339186077324	5.256589866055686	-4.920504784486118	
5	C10H22NO7S2	[M + Na]+	C10H22NO7S2	5.025125628140704E-4	33.88140248271218	33.88140248271218	0.0	20	0.46247689463955655	-1.1036087622916921	5.3812509810037294	-6.438241940382411	
6	C11H26NO3S3	[M + K]+	C11H26NO3S3	5.025125628140704E-4	29.25194818344384	29.25194818344384	0.0	15	0.3784349969192854	0.5575117676870837	2.2679860605754394	0.18002302898236416	
7	C12H18O10S	[M + H]+	C12H18O10S	0.0	32.442334901776654	32.442334901776654	0.0	12	0.32815773259396186	5.702856345753305	6.517757684584751	3.8287723805056495	
7	C12H20O11S	[M - H2O + H]+	C12H18O10S	0.0	32.442334901776654	32.442334901776654	0.0	13	0.32815773259396186	5.702856345753305	6.517757684584751	-50720.053811179605	
8	C13H24O6S3	[M - H2O + H]+	C13H22O5S3	0.0	30.16103158319652	30.16103158319652	0.0	12	0.30622304374614917	2.1914675219377373	2.453775132623549	-50722.50128992344	
8	C13H22O5S3	[M + H]+	C13H22O5S3	0.0	30.16103158319652	30.16103158319652	0.0	11	0.30622304374614917	2.1914675219377373	2.453775132623549	1.3812936366672417	
9	C10H22NO8S	[M + K]+	C10H22NO8S	0.0	29.586211310579884	29.586211310579884	0.0	11	0.3079482439926064	4.371619630849474	4.496430287750336	2.6275017731409527	
10	C16H22NO3S3	[M - H2O + H]+	C16H20NO2S3	0.0	27.59401708110874	27.59401708110874	0.0	15	0.36130622304374627	-1.496122566685401	4.519894866161373	-50730.04929648107	
10	C16H20NO2S3	[M + H]+	C16H20NO2S3	0.0	27.59401708110874	27.59401708110874	0.0	14	0.36130622304374627	-1.496122566685401	4.519894866161373	-6.16671292095983	
