rank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C22H28O4	[M - H2O + H]+	C22H26O3	0.7261306532663316	74.50688912040945	74.50688912040945	0.0	20	0.5665745856353591	5.122983286243834	5.122983286243834	-53103.996492716484	
1	C22H30O5	[M - H4O2 + H]+	C22H26O3	0.7261306532663316	74.50688912040945	74.50688912040945	0.0	20	0.5665745856353591	5.122983286243834	5.122983286243834	-106202.19681802967	
1	C22H26O3	[M + H]+	C22H26O3	0.7261306532663316	74.50688912040945	74.50688912040945	0.0	19	0.5665745856353591	5.122983286243834	5.122983286243834	-5.7961674031297115	
2	C18H32N2OS2	[M - H2O + H]+	C18H30N2S2	0.19748743718592965	75.04324452071472	75.04324452071472	0.0	29	0.7234806629834253	-0.7300679218191308	6.5958460079835035	-53094.69875572441	
2	C18H34N2O2S2	[M - H4O2 + H]+	C18H30N2S2	0.19748743718592965	75.04324452071472	75.04324452071472	0.0	29	0.7234806629834253	-0.7300679218191308	6.5958460079835035	-106192.89908103776	
2	C18H30N2S2	[M + H]+	C18H30N2S2	0.19748743718592965	75.04324452071472	75.04324452071472	0.0	28	0.7234806629834253	-0.7300679218191308	6.5958460079835035	3.5015695887829295	
3	C17H26N2O5	[M + H]+	C17H26N2O5	0.06884422110552764	74.00747103402861	74.00747103402861	0.0	27	0.7306629834254142	2.5371116006494248	4.2109490743373605	6.063611570391774	
3	C17H30N2O7	[M - H4O2 + H]+	C17H26N2O5	0.06884422110552764	74.00747103402861	74.00747103402861	0.0	28	0.7306629834254142	2.5371116006494248	4.2109490743373605	-106190.33703905615	
3	C17H28N2O6	[M - H2O + H]+	C17H26N2O5	0.06884422110552764	74.00747103402861	74.00747103402861	0.0	28	0.7306629834254142	2.5371116006494248	4.2109490743373605	-53092.13671374296	
4	C20H28N3O4	[M - H4O2 + H]+	C20H24N3O2	0.007537688442211056	71.64338506740565	71.64338506740565	0.0	28	0.729281767955801	3.8759798480855414	4.753043042827082	-106198.2383578007	
4	C20H24N3O2	[M + H]+	C20H24N3O2	0.007537688442211056	71.64338506740565	71.64338506740565	0.0	27	0.729281767955801	3.8759798480855414	4.753043042827082	-1.8377071741547375	
4	C20H26N3O3	[M - H2O + H]+	C20H24N3O2	0.007537688442211056	71.64338506740565	71.64338506740565	0.0	28	0.729281767955801	3.8759798480855414	4.753043042827082	-53100.03803248734	
5	C14H32N2O6S	[M - H2O + H]+	C14H30N2O5S	0.0	68.54631108906581	68.54631108906581	0.0	36	0.8679558011049724	-1.2387888129413378	5.494724530459687	-53102.075371025974	
